SMILES,PMF,GGI10,ATSC7d,MATS1s,Xc-5d,AATS4d,GATS1dv,AATSC7s,BCUTs-1l,GATS2s,BCUTc-1l
CCC(C)(C)CC(=O)OCCOCC(OCCO)C1OCC(OCCO)C1OCCO,49.577067,0.23834710743801651,-5.7891291410434444,-0.10871588505228554,0.1916383190435099,2.2864583333333335,0.7251798561151074,-0.022357876133995307,1.1595849118196755,0.957616901087165,-0.4931436515811002
CCCCCCCOCCOCCOCCO,25.059271,0.01652892561983471,-0.6666666666666664,-0.057367568817950534,0.0,1.8279569892473118,0.8792048929663606,0.019722222222222228,1.3192958079585628,1.232234841432384,-0.41628963325353324
CCCCCCC1=CC=C(C=C1)OCCO,24.727557,0.01652892561983471,-4.191135734072023,-0.07351830879577202,0.0,2.0853658536585367,0.7518004115226339,-0.059706700204837544,1.322328589421815,0.9410369895410032,-0.5221238934457213
CCCCCCCOC1C(C(C(C(O1)CO)O)O)O,42.395743,0.07019691868176717,0.3091358024691362,-0.17529940512067918,0.4146723119520975,2.025,0.8220315527262665,-0.2095489201518488,1.1540136083272512,0.9472676357945887,-0.39457559943339654
CCCCCCCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O,52.089907,0.14039383736353434,-9.926538108356288,-0.19897927813516017,0.768617269803962,2.3802083333333335,0.8067989668073546,-0.04626753240550791,1.1531137737865083,0.97532213880931,-0.3954800554933801
CCCCCCC(=O)OCCOCC(OCCO)C1OCC(OCCO)C1OCCO,55.63450689750354,0.155702479338843,-8.544138067843683,-0.08967602755758562,0.1916383190435099,2.4909090909090907,0.7265961613787697,-0.07802924848153968,1.1595849118220862,0.9642202666767887,-0.4931760625474787
CCC(C)CCCOCCOCCOCCO,21.92933,0.03305785123966942,-1.9999999999999996,-0.07700552672430391,0.0,1.7549019607843137,0.8734939759036139,-0.02763312133682504,1.2335663017485756,1.2222900320116248,-0.4162892986295739
CCC(C)CCC1=CC=C(C=C1)OCCO,27.441629,0.03305785123966942,-3.3961218836565097,-0.09920560747663551,0.0,1.978021978021978,0.7467204843592332,-0.11038327051450889,1.2338550898989906,0.931890461792193,-0.5221238921233731
CCC(C)CCCOC1C(C(C(C(O1)CO)O)O)O,40.19232103532423,0.0454035302520151,-1.2938271604938276,-0.1867420228423408,0.4146723119520975,1.9534883720930232,0.8179332968835432,-0.26055555555555554,1.1540135936666869,0.9457928938677798,-0.3945759677057463
CCC(C)CCCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O,44.815832,0.11560044893378227,-12.246097337006427,-0.20648596405955663,0.768617269803962,2.318407960199005,0.8044485343924608,-0.06973469852257728,1.1531137676941514,0.9748940261694745,-0.39548001937105204
